id,vesselName,vhash,companyName,chash,platformName,phash,voyageCount,multi,sortid
36,VESTLAND CETUS,-1663906517,BP,2126,GROUSE,2110836259,3,0,34
37,VESTLAND CETUS,-1663906517,Shell,79851024,CRATHES,1743397588,3,1,37
38,VESTLAND CETUS,-1663906517,BP,2126,KITTIWAKE,-28175409,3,1,35
39,SKANDI BARRA,954942860,Shell,79851024,ELGIN,66057637,1,0,67
40,SKANDI RONA,-1354178746,Shell,79851024,GANNET A,-949074902,6,0,18
41,SKANDI RONA,-1354178746,BP,2126,GANNET E,-949074898,6,1,21
42,SKANDI RONA,-1354178746,Shell,79851024,GANNET C,-949074900,6,1,20
43,SKANDI RONA,-1354178746,Captain B Drilling B30,-1502205952,SCOTER (oil),-1442538815,6,1,1
44,SKANDI RONA,-1354178746,Schlumberger,-1968252815,MERGANSER,115750726,6,1,2
45,SKANDI RONA,-1354178746,BP,2126,GANNET G,-949074896,6,1,17
46,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,4,0,65
47,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (cond),-1044193739,4,0,6
48,ISLAND CHALLENGER,-1182779558,BP,2126,MONAN,73541657,4,0,64
49,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (oil),-1834447383,4,0,5
50,SEA TANTALUS,1033933901,BP,2126,BUZZARD,965041792,2,0,47
51,SEA TANTALUS,1033933901,Shell,79851024,GOLDEN EAGLE,1429227533,2,1,46
52,HAVILA CRUSADER,1798630972,BP,2126,ARKWRIGHT,68113087,7,0,8
53,HAVILA CRUSADER,1798630972,BP,2126,GODWIN,2107739616,7,0,14
54,HAVILA CRUSADER,1798630972,BP,2126,BUCHAN,1970090533,7,0,41
55,HAVILA CRUSADER,1798630972,Britannia Ops,-232245904,WOOD,2670253,7,1,12
56,HAVILA CRUSADER,1798630972,BP,2126,BRECHIN,859081663,7,1,7
57,HAVILA CRUSADER,1798630972,Shell,79851024,ARBROATH,-952916089,7,1,11
58,HAVILA CRUSADER,1798630972,Shell,79851024,CARNOUSTIE,-2071798339,7,1,10
59,VESTLAND CETUS,-1663906517,Shell,79851024,KITTIWAKE,-28175409,3,0,35
60,VESTLAND CETUS,-1663906517,Britannia Ops,-232245904,GROUSE,2110836259,3,1,34
61,VESTLAND CETUS,-1663906517,BP,2126,CRATHES,1743397588,3,1,37
62,SKANDI BARRA,954942860,BP,2126,ELGIN,66057637,1,0,67
63,SKANDI RONA,-1354178746,Shell,79851024,GANNET A,-949074902,6,0,18
64,SKANDI RONA,-1354178746,Shell,79851024,GANNET E,-949074898,6,0,21
65,SKANDI RONA,-1354178746,Conserve,-503597331,HERON,68630420,6,1,3
66,SKANDI RONA,-1354178746,Captain WPP,1009700219,GANNET C,-949074900,6,1,20
67,SKANDI RONA,-1354178746,BP,2126,SCOTER (oil),-1442538815,6,1,1
68,SKANDI RONA,-1354178746,Shell,79851024,GANNET G,-949074896,6,1,17
69,ISLAND CHALLENGER,-1182779558,Sedco 712,1729179030,MIRREN,-2020581755,4,0,65
70,ISLAND CHALLENGER,-1182779558,Schlumberger,-1968252815,MARNOCK-SKUA (cond),-1044193739,4,1,6
71,ISLAND CHALLENGER,-1182779558,SES,81985,MONAN,73541657,4,1,64
72,ISLAND CHALLENGER,-1182779558,Shell,79851024,MARNOCK-SKUA (oil),-1834447383,4,1,5
73,SEA TANTALUS,1033933901,BP,2126,GOLDEN EAGLE,1429227533,2,0,46
74,SEA TANTALUS,1033933901,Shell,79851024,BUZZARD,965041792,2,1,47
75,HAVILA CRUSADER,1798630972,Shell,79851024,GODWIN,2107739616,7,0,14
76,HAVILA CRUSADER,1798630972,BP,2126,MONTROSE,463927351,7,1,13
77,HAVILA CRUSADER,1798630972,Polymur,1267139678,BUCHAN,1970090533,7,1,41
78,HAVILA CRUSADER,1798630972,Captain WPP,1009700219,WOOD,2670253,7,1,12
79,HAVILA CRUSADER,1798630972,Captain WPP,1009700219,BRECHIN,859081663,7,1,7
80,HAVILA CRUSADER,1798630972,Shell,79851024,ARBROATH,-952916089,7,1,11
81,HAVILA CRUSADER,1798630972,Sedco 712,1729179030,ARKWRIGHT,68113087,7,1,8
82,VESTLAND CETUS,-1663906517,Shell,79851024,GROUSE,2110836259,3,0,34
83,VESTLAND CETUS,-1663906517,Shell,79851024,CRATHES,1743397588,3,0,37
84,VESTLAND CETUS,-1663906517,BP,2126,KITTIWAKE,-28175409,3,1,35
85,SKANDI BARRA,954942860,Shell,79851024,ELGIN,66057637,1,0,67
86,SKANDI RONA,-1354178746,Shell,79851024,GANNET A,-949074902,7,0,18
87,SKANDI RONA,-1354178746,SES,81985,GANNET E,-949074898,7,1,21
88,SKANDI RONA,-1354178746,Captain BLP/FPSO/WPP,-1955387917,HERON,68630420,7,1,3
89,SKANDI RONA,-1354178746,Shell,79851024,GANNET C,-949074900,7,1,20
90,SKANDI RONA,-1354178746,BP,2126,SCOTER (oil),-1442538815,7,1,1
91,SKANDI RONA,-1354178746,BP,2126,MERGANSER,115750726,7,1,2
92,SKANDI RONA,-1354178746,Shell,79851024,GANNET G,-949074896,7,1,17
93,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,4,0,65
94,ISLAND CHALLENGER,-1182779558,Alba North,-1643209969,MARNOCK-SKUA (cond),-1044193739,4,1,6
95,ISLAND CHALLENGER,-1182779558,Schlumberger,-1968252815,MONAN,73541657,4,1,64
96,ISLAND CHALLENGER,-1182779558,SES,81985,MARNOCK-SKUA (oil),-1834447383,4,1,5
97,SEA TANTALUS,1033933901,Shell,79851024,GOLDEN EAGLE,1429227533,2,0,46
98,SEA TANTALUS,1033933901,Shell,79851024,BUZZARD,965041792,2,0,47
99,HAVILA CRUSADER,1798630972,BP,2126,BUCHAN,1970090533,7,0,41
100,HAVILA CRUSADER,1798630972,Captain FPSO,1235429442,WOOD,2670253,7,1,12
101,HAVILA CRUSADER,1798630972,Shell,79851024,BRECHIN,859081663,7,1,7
102,HAVILA CRUSADER,1798630972,Shell,79851024,ARBROATH,-952916089,7,1,11
103,HAVILA CRUSADER,1798630972,Shell,79851024,CARNOUSTIE,-2071798339,7,1,10
104,HAVILA CRUSADER,1798630972,Shell,79851024,ARKWRIGHT,68113087,7,1,8
105,HAVILA CRUSADER,1798630972,Shell,79851024,GODWIN,2107739616,7,1,14
106,VESTLAND CETUS,-1663906517,SES,81985,KITTIWAKE,-28175409,3,0,35
107,VESTLAND CETUS,-1663906517,Shell,79851024,GROUSE,2110836259,3,1,34
108,VESTLAND CETUS,-1663906517,Shell,79851024,CRATHES,1743397588,3,1,37
109,SKANDI BARRA,954942860,BP,2126,ELGIN,66057637,1,0,67
110,NORTH PROMISE,-1394967360,BP,2126,GANNET E,-949074898,6,0,21
111,NORTH PROMISE,-1394967360,Chevron,-1887427045,HERON,68630420,6,1,3
112,NORTH PROMISE,-1394967360,BP,2126,GANNET C,-949074900,6,1,20
113,NORTH PROMISE,-1394967360,Total,80997156,MERGANSER,115750726,6,1,2
114,NORTH PROMISE,-1394967360,BP,2126,GANNET G,-949074896,6,1,17
115,NORTH PROMISE,-1394967360,BP,2126,GANNET D,-949074899,6,1,16
116,NORTH PROMISE,-1394967360,BP,2126,GANNET C,-949074900,1,0,20
117,SKANDI RONA,-1354178746,BP,2126,SCOTER (oil),-1442538815,2,0,1
118,SKANDI RONA,-1354178746,Shell,79851024,GANNET A,-949074902,2,1,18
119,SKANDI RONA,-1354178746,Conoco Phillips,-67546174,GANNET A,-949074902,1,0,18
120,ISLAND CHALLENGER,-1182779558,BP,2126,MADOES,-2028389875,4,0,66
121,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,4,0,65
122,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (cond),-1044193739,4,0,6
123,ISLAND CHALLENGER,-1182779558,Shell,79851024,MONAN,73541657,4,1,64
124,SEA TANTALUS,1033933901,Conoco Phillips,-67546174,BUZZARD,965041792,3,0,47
125,SEA TANTALUS,1033933901,Shell,79851024,GOLDEN EAGLE,1429227533,3,1,46
126,SEA TANTALUS,1033933901,BP,2126,ETTRICK,-701815836,3,1,45
127,HAVILA CRUSADER,1798630972,BP,2126,GODWIN,2107739616,2,0,14
128,HAVILA CRUSADER,1798630972,BP,2126,HANNAY,2123728497,2,0,44
129,HAVILA CRUSADER,1798630972,Shell,79851024,BUCHAN,1970090533,4,0,41
130,HAVILA CRUSADER,1798630972,BP,2126,SHAW,2543947,4,1,9
131,HAVILA CRUSADER,1798630972,Conoco Phillips,-67546174,CARNOUSTIE,-2071798339,4,1,10
132,HAVILA CRUSADER,1798630972,BP,2126,ARKWRIGHT,68113087,4,1,8
133,GRAMPIAN SCEPTRE,398550601,BP,2126,TWEEDSMUIR,1171872259,4,0,43
134,GRAMPIAN SCEPTRE,398550601,Conoco Phillips,-67546174,BRECHIN,859081663,4,1,7
135,GRAMPIAN SCEPTRE,398550601,BP,2126,ARBROATH,-952916089,4,1,11
136,GRAMPIAN SCEPTRE,398550601,BP,2126,TWEEDSMUIR SOUTH,-1980599984,4,1,42
137,GRAMPIAN SCEPTRE,398550601,Conoco Phillips,-67546174,TWEEDSMUIR SOUTH,-1980599984,1,0,42
138,VESTLAND CETUS,-1663906517,Conoco Phillips,-67546174,CRATHES,1743397588,2,0,37
139,VESTLAND CETUS,-1663906517,Shell,79851024,KITTIWAKE,-28175409,2,1,35
140,SKANDI BARRA,954942860,Shell,79851024,ELGIN,66057637,1,0,67
141,NORTH PROMISE,-1394967360,Strachans,1575526641,SCOTER (oil),-1442538815,4,0,1
142,NORTH PROMISE,-1394967360,BP,2126,GANNET D,-949074899,4,1,16
143,NORTH PROMISE,-1394967360,BP,2126,GANNET E,-949074898,4,1,21
144,NORTH PROMISE,-1394967360,BP,2126,GANNET C,-949074900,4,1,20
145,SKANDI RONA,-1354178746,BP,2126,GANNET G,-949074896,2,0,17
146,SKANDI RONA,-1354178746,BP,2126,GANNET A,-949074902,2,0,18
147,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,4,0,65
148,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (cond),-1044193739,4,0,6
149,ISLAND CHALLENGER,-1182779558,BP,2126,MONAN,73541657,4,0,64
150,ISLAND CHALLENGER,-1182779558,BP,2126,MADOES,-2028389875,4,0,66
151,SEA TANTALUS,1033933901,BP,2126,BUZZARD,965041792,3,0,47
152,SEA TANTALUS,1033933901,BP,2126,GOLDEN EAGLE,1429227533,3,0,46
153,SEA TANTALUS,1033933901,BP,2126,ETTRICK,-701815836,3,0,45
154,HAVILA CRUSADER,1798630972,BP,2126,TWEEDSMUIR,1171872259,3,0,43
155,HAVILA CRUSADER,1798630972,BP,2126,HANNAY,2123728497,3,0,44
156,HAVILA CRUSADER,1798630972,BP,2126,BUCHAN,1970090533,3,0,41
157,GRAMPIAN SCEPTRE,398550601,BP,2126,SHAW,2543947,7,0,9
158,GRAMPIAN SCEPTRE,398550601,BP,2126,BRECHIN,859081663,7,0,7
159,GRAMPIAN SCEPTRE,398550601,BP,2126,ARBROATH,-952916089,7,0,11
160,GRAMPIAN SCEPTRE,398550601,BP,2126,CARNOUSTIE,-2071798339,7,0,10
161,GRAMPIAN SCEPTRE,398550601,BP,2126,ARKWRIGHT,68113087,7,0,8
162,GRAMPIAN SCEPTRE,398550601,BP,2126,TWEEDSMUIR SOUTH,-1980599984,7,0,42
163,GRAMPIAN SCEPTRE,398550601,BP,2126,GODWIN,2107739616,7,0,14
164,VESTLAND CETUS,-1663906517,BP,2126,CRATHES,1743397588,2,0,37
165,VESTLAND CETUS,-1663906517,BP,2126,KITTIWAKE,-28175409,2,0,35
166,SKANDI BARRA,954942860,BP,2126,ELGIN,66057637,1,0,67
167,SKANDI RONA,-1354178746,Deep Sea Aberdeen,687362557,GANNET E,-949074898,4,0,21
168,SKANDI RONA,-1354178746,BP,2126,GANNET G,-949074896,4,1,17
169,SKANDI RONA,-1354178746,Deep Sea Aberdeen,687362557,GANNET D,-949074899,4,1,16
170,SKANDI RONA,-1354178746,Shell,79851024,GANNET A,-949074902,4,1,18
171,NORTH PROMISE,-1394967360,Deep Sea Aberdeen,687362557,GANNET C,-949074900,1,0,20
172,SKANDI RONA,-1354178746,BP,2126,SCOTER (oil),-1442538815,2,0,1
173,SKANDI RONA,-1354178746,Deep Sea Aberdeen,687362557,GANNET G,-949074896,2,1,17
174,NORTH PROMISE,-1394967360,Deep Sea Aberdeen,687362557,GANNET A,-949074902,1,0,18
175,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (cond),-1044193739,4,0,6
176,ISLAND CHALLENGER,-1182779558,BP,2126,MONAN,73541657,4,0,64
177,ISLAND CHALLENGER,-1182779558,Deep Sea Aberdeen,687362557,MADOES,-2028389875,4,1,66
178,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,4,1,65
179,NORTH     MARINER,657095701,Deep Sea Aberdeen,687362557,BUZZARD,965041792,3,0,47
180,NORTH     MARINER,657095701,Deep Sea Aberdeen,687362557,GOLDEN EAGLE,1429227533,3,0,46
181,NORTH     MARINER,657095701,BP,2126,ETTRICK,-701815836,3,1,45
182,GRAMPIAN SOVEREIGN,2079437583,Shell,79851024,BUCHAN,1970090533,4,0,41
183,GRAMPIAN SOVEREIGN,2079437583,BP,2126,TWEEDSMUIR,1171872259,4,1,43
184,GRAMPIAN SOVEREIGN,2079437583,Deep Sea Aberdeen,687362557,HANNAY,2123728497,4,1,44
185,GRAMPIAN SOVEREIGN,2079437583,Deep Sea Aberdeen,687362557,ARKWRIGHT,68113087,4,1,8
186,GRAMPIAN SCEPTRE,398550601,BP,2126,SHAW,2543947,3,0,9
187,GRAMPIAN SCEPTRE,398550601,Deep Sea Aberdeen,687362557,BRECHIN,859081663,3,1,7
188,GRAMPIAN SCEPTRE,398550601,BP,2126,TWEEDSMUIR SOUTH,-1980599984,3,1,42
189,HAVILA CRUSADER,1798630972,BP,2126,ARBROATH,-952916089,3,0,11
190,HAVILA CRUSADER,1798630972,Deep Sea Aberdeen,687362557,CARNOUSTIE,-2071798339,3,1,10
191,HAVILA CRUSADER,1798630972,Deep Sea Aberdeen,687362557,GODWIN,2107739616,3,1,14
192,GRAMPIAN SCEPTRE,398550601,Deep Sea Aberdeen,687362557,TWEEDSMUIR SOUTH,-1980599984,1,0,42
193,VESTLAND CETUS,-1663906517,BP,2126,KITTIWAKE,-28175409,2,0,35
194,VESTLAND CETUS,-1663906517,Deep Sea Aberdeen,687362557,CRATHES,1743397588,2,1,37
195,SKANDI BARRA,954942860,Strachans,1575526641,ELGIN,66057637,1,0,67
196,SKANDI BUCHAN,-443528389,BP,2126,ELGIN,66057637,1,0,67
197,SKANDI RONA,-1354178746,Shell,79851024,GANNET E,-949074898,5,0,21
198,SKANDI RONA,-1354178746,BP,2126,GANNET C,-949074900,5,1,20
199,SKANDI RONA,-1354178746,Strachans,1575526641,GANNET G,-949074896,5,1,17
200,SKANDI RONA,-1354178746,BP,2126,GANNET D,-949074899,5,1,16
201,SKANDI RONA,-1354178746,BP,2126,GANNET A,-949074902,5,1,18
202,ISLAND CHALLENGER,-1182779558,Strachans,1575526641,MIRREN,-2020581755,4,0,65
203,ISLAND CHALLENGER,-1182779558,Shell,79851024,MARNOCK-SKUA (cond),-1044193739,4,1,6
204,ISLAND CHALLENGER,-1182779558,Shell,79851024,MONAN,73541657,4,1,64
205,ISLAND CHALLENGER,-1182779558,BP,2126,MADOES,-2028389875,4,1,66
206,SEA TANTALUS,1033933901,Strachans,1575526641,BUZZARD,965041792,3,0,47
207,SEA TANTALUS,1033933901,TJ McCaulls,746131324,GOLDEN EAGLE,1429227533,3,1,46
208,SEA TANTALUS,1033933901,TJ McCaulls,746131324,ETTRICK,-701815836,3,1,45
209,HAVILA CRUSADER,1798630972,Shell,79851024,GODWIN,2107739616,8,0,14
210,HAVILA CRUSADER,1798630972,Strachans,1575526641,TWEEDSMUIR,1171872259,8,1,43
211,HAVILA CRUSADER,1798630972,BP,2126,SHAW,2543947,8,1,9
212,HAVILA CRUSADER,1798630972,BP,2126,BRECHIN,859081663,8,1,7
213,HAVILA CRUSADER,1798630972,TJ McCaulls,746131324,CARNOUSTIE,-2071798339,8,1,10
214,HAVILA CRUSADER,1798630972,TJ McCaulls,746131324,HANNAY,2123728497,8,1,44
215,HAVILA CRUSADER,1798630972,Shell,79851024,ARKWRIGHT,68113087,8,1,8
216,HAVILA CRUSADER,1798630972,TJ McCaulls,746131324,TWEEDSMUIR SOUTH,-1980599984,8,1,42
217,VESTLAND CETUS,-1663906517,BP,2126,CRATHES,1743397588,2,0,37
218,VESTLAND CETUS,-1663906517,BP,2126,KITTIWAKE,-28175409,2,0,35
219,SKANDI BARRA,954942860,Chevron,-1887427045,ELGIN,66057637,1,0,67
220,SKANDI RONA,-1354178746,Pentagon,393791904,GANNET E,-949074898,5,0,21
221,SKANDI RONA,-1354178746,BP,2126,HERON,68630420,5,1,3
222,SKANDI RONA,-1354178746,Pentagon,393791904,GANNET C,-949074900,5,1,20
223,SKANDI RONA,-1354178746,BP,2126,SCOTER (oil),-1442538815,5,1,1
224,SKANDI RONA,-1354178746,BP,2126,GANNET G,-949074896,5,1,17
225,NORTH PROMISE,-1394967360,Pentagon,393791904,GANNET D,-949074899,2,0,16
226,NORTH PROMISE,-1394967360,BP,2126,GANNET A,-949074902,2,1,18
227,ISLAND CHALLENGER,-1182779558,Pentagon,393791904,MADOES,-2028389875,5,0,66
228,ISLAND CHALLENGER,-1182779558,Pentagon,393791904,MIRREN,-2020581755,5,0,65
229,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (cond),-1044193739,5,1,6
230,ISLAND CHALLENGER,-1182779558,BP,2126,MONAN,73541657,5,1,64
231,ISLAND CHALLENGER,-1182779558,Strachans,1575526641,MARNOCK-SKUA (oil),-1834447383,5,1,5
232,SEA TANTALUS,1033933901,Chevron,-1887427045,GOLDEN EAGLE,1429227533,1,0,46
233,NORTH     MARINER,657095701,Pentagon,393791904,ETTRICK,-701815836,2,0,45
234,NORTH     MARINER,657095701,Chevron,-1887427045,BUZZARD,965041792,2,1,47
235,NORTH     MARINER,657095701,Pentagon,393791904,BUZZARD,965041792,1,0,47
236,GRAMPIAN SCEPTRE,398550601,Chevron,-1887427045,GODWIN,2107739616,2,0,14
237,GRAMPIAN SCEPTRE,398550601,Chevron,-1887427045,BUCHAN,1970090533,2,0,41
238,GRAMPIAN SOVEREIGN,2079437583,Pentagon,393791904,TWEEDSMUIR,1171872259,3,0,43
239,GRAMPIAN SOVEREIGN,2079437583,Chevron,-1887427045,SHAW,2543947,3,1,9
240,GRAMPIAN SOVEREIGN,2079437583,BP,2126,BRECHIN,859081663,3,1,7
241,GRAMPIAN SOVEREIGN,2079437583,Pentagon,393791904,SHAW,2543947,4,0,9
242,GRAMPIAN SOVEREIGN,2079437583,BP,2126,HANNAY,2123728497,4,1,44
243,GRAMPIAN SOVEREIGN,2079437583,Pentagon,393791904,ARKWRIGHT,68113087,4,1,8
244,GRAMPIAN SOVEREIGN,2079437583,BP,2126,TWEEDSMUIR SOUTH,-1980599984,4,1,42
245,HAVILA CRUSADER,1798630972,Strachans,1575526641,ARBROATH,-952916089,2,0,11
246,HAVILA CRUSADER,1798630972,Chevron,-1887427045,CARNOUSTIE,-2071798339,2,1,10
247,HAVILA CRUSADER,1798630972,Pentagon,393791904,CARNOUSTIE,-2071798339,1,0,10
248,VESTLAND CETUS,-1663906517,Chevron,-1887427045,KITTIWAKE,-28175409,2,0,35
249,VESTLAND CETUS,-1663906517,BP,2126,CRATHES,1743397588,2,1,37
250,SKANDI BARRA,954942860,BP,2126,ELGIN,66057637,1,0,67
251,STRIL ODIN,-1180463258,BP,2126,GANNET E,-949074898,2,0,21
252,STRIL ODIN,-1180463258,BP,2126,SCOTER (oil),-1442538815,2,0,1
253,STRIL ODIN,-1180463258,Strachans,1575526641,GANNET E,-949074898,2,0,21
254,STRIL ODIN,-1180463258,Shell,79851024,GANNET D,-949074899,2,1,16
255,SKANDI RONA,-1354178746,Shell,79851024,GANNET C,-949074900,4,0,20
256,SKANDI RONA,-1354178746,Shell,79851024,MERGANSER,115750726,4,0,2
257,SKANDI RONA,-1354178746,BP,2126,GANNET G,-949074896,4,1,17
258,SKANDI RONA,-1354178746,Sullom Voe,-558882452,GANNET A,-949074902,4,1,18
259,NORTH PROMISE,-1394967360,BP,2126,GANNET D,-949074899,1,0,16
260,EDDA FRIGG,2061095641,Wireline, Dyce,1863330468,MIRREN,-2020581755,1,0,65
261,ISLAND CHALLENGER,-1182779558,Shell,79851024,MIRREN,-2020581755,4,0,65
262,ISLAND CHALLENGER,-1182779558,Shell - Tonnage,-1041346943,MARNOCK-SKUA (cond),-1044193739,4,1,6
263,ISLAND CHALLENGER,-1182779558,Shell,79851024,MONAN,73541657,4,1,64
264,ISLAND CHALLENGER,-1182779558,Shell,79851024,MARNOCK-SKUA (oil),-1834447383,4,1,5
265,ESVAGT DEE,-1142098102,BP,2126,BUZZARD,965041792,1,0,47
266,SEA TANTALUS,1033933901,Baker Inteq,-1332414604,BUZZARD,965041792,1,0,47
267,SKANDI CAPTAIN,-537194322,BP,2126,BUZZARD,965041792,2,0,47
268,SKANDI CAPTAIN,-537194322,Shell,79851024,GOLDEN EAGLE,1429227533,2,1,46
269,NORTH     MARINER,657095701,BP,2126,GOLDEN EAGLE,1429227533,1,0,46
270,SKANDI CAPTAIN,-537194322,BP,2126,ETTRICK,-701815836,1,0,45
271,SKANDI CAPTAIN,-537194322,Shell,79851024,ETTRICK,-701815836,1,0,45
272,BRAGE SUPPLIER,210364477,Wireline, Dyce,1863330468,BRECHIN,859081663,1,0,7
273,HAVILA CRUSADER,1798630972,Shell,79851024,BRECHIN,859081663,3,0,7
274,HAVILA CRUSADER,1798630972,BP,2126,ARBROATH,-952916089,3,1,11
275,HAVILA CRUSADER,1798630972,Shell,79851024,GODWIN,2107739616,3,1,14
276,HAVILA CRUSADER,1798630972,BP,2126,ARBROATH,-952916089,1,0,11
277,FS ARENDAL,-658651070,BP,2126,CARNOUSTIE,-2071798339,1,0,10
278,FS ARENDAL,-658651070,Shell,79851024,CARNOUSTIE,-2071798339,2,0,10
279,FS ARENDAL,-658651070,BP,2126,SHAW,2543947,2,1,9
280,GRAMPIAN SCEPTRE,398550601,Shell,79851024,CARNOUSTIE,-2071798339,1,0,10
281,GRAMPIAN SCEPTRE,398550601,Shell,79851024,CARNOUSTIE,-2071798339,3,0,10
282,GRAMPIAN SCEPTRE,398550601,Shell,79851024,CAYLEY,1980908645,3,0,15
283,GRAMPIAN SCEPTRE,398550601,Pentagon,393791904,BUCHAN,1970090533,3,1,41
284,GRAMPIAN SOVEREIGN,2079437583,BP,2126,GODWIN,2107739616,1,0,14
285,HAVILA CRUSADER,1798630972,Shell,79851024,GODWIN,2107739616,2,0,14
286,HAVILA CRUSADER,1798630972,Conserve,-503597331,MONTROSE,463927351,2,1,13
287,FS ARENDAL,-658651070,Shell,79851024,SHAW,2543947,1,0,9
288,VESTLAND MIRA,-1715940720,Wireline, Dyce,1863330468,KITTIWAKE,-28175409,1,0,35
289,VESTLAND CETUS,-1663906517,Shell,79851024,KITTIWAKE,-28175409,1,0,35
290,SKANDI BARRA,954942860,BP,2126,ELGIN,66057637,1,0,67
291,SKANDI BUCHAN,-443528389,BP,2126,ELGIN,66057637,1,0,67
292,SKANDI RONA,-1354178746,BP,2126,GANNET E,-949074898,1,0,21
293,SKANDI RONA,-1354178746,BP,2126,GANNET E,-949074898,2,0,21
294,SKANDI RONA,-1354178746,BP,2126,GANNET A,-949074902,2,0,18
295,NORTH PROMISE,-1394967360,Shell,79851024,GANNET C,-949074900,3,0,20
296,NORTH PROMISE,-1394967360,Shell,79851024,GANNET G,-949074896,3,0,17
297,NORTH PROMISE,-1394967360,BP,2126,GANNET D,-949074899,3,1,16
298,NORTH PROMISE,-1394967360,Shell,79851024,SCOTER (oil),-1442538815,1,0,1
299,ISLAND CHALLENGER,-1182779558,BP,2126,MIRREN,-2020581755,3,0,65
300,ISLAND CHALLENGER,-1182779558,BP,2126,MONAN,73541657,3,0,64
301,ISLAND CHALLENGER,-1182779558,BP,2126,MARNOCK-SKUA (oil),-1834447383,3,0,5
302,EDDA FRIGG,2061095641,Cheveron,1618919490,MARNOCK-SKUA (cond),-1044193739,1,0,6
303,SEA TANTALUS,1033933901,Chevron,-1887427045,BUZZARD,965041792,1,0,47
